Orden,AnioMes,Area,Linea,Equipo,DenominacionEquipo,Criticidad,TipoMantenimiento,ClaseOrden,EstadoCierre,Trabajo,TrabajoReal,CostoPlan,CostoReal,DiasCierre,RetrasoDias,FlagsCalidad,GrupoPlanificador,Prioridad,MotivoDetencion
401542,2026-01,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,7.9,8.6,194.6,220.7,6,0,0,Instrumentación,Media,
401543,2026-01,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,20.1,20.4,455.5,453.8,1,0,2,Eléctrico,Media,
401544,2026-01,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Emergencia,PM05,Cerrada,19.9,31.0,1116.8,1116.9,7,0,0,Mecánico,Alta,
401545,2026-01,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,23.1,44.2,1628.6,2023.7,12,0,0,Instrumentación,Media,
401546,2026-01,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,5.2,11.2,456.6,641.0,1,0,0,Mecánico,Alta,
401547,2026-01,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Emergencia,PM05,Cerrada,19.8,27.6,1770.8,1518.0,11,0,0,Instrumentación,Alta,
401548,2026-01,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Mejora,PM04,Cerrada,8.2,8.1,210.2,214.3,2,0,0,Eléctrico,Media,
401549,2026-01,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Mejora,PM04,Cerrada,6.0,5.9,222.3,231.1,10,0,0,Instrumentación,Media,
401550,2026-01,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,15.2,16.4,361.7,423.1,9,0,1,Instrumentación,Alta,
401551,2026-01,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,5.1,4.8,176.4,154.8,7,0,1,Instrumentación,Media,
401552,2026-01,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,16.1,15.0,420.4,412.0,5,8,0,Mecánico,Baja,
401553,2026-01,Servicios,N/A,EQ-0210,Compresor 3,B,Mejora,PM04,Cerrada,5.2,5.3,167.8,179.5,11,0,0,Instrumentación,Media,
401554,2026-01,Servicios,N/A,EQ-0201,Caldera 1,A,Mejora,PM04,Cerrada,7.2,6.7,402.9,404.2,3,0,1,Mecánico,Alta,
401555,2026-01,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,9.4,10.3,317.8,352.6,12,0,0,Eléctrico,Baja,
401556,2026-01,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,4.9,7.7,205.9,212.2,8,6,0,Mecánico,Media,
401557,2026-01,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM03,Cerrada,17.3,16.5,1013.0,937.7,13,4,16,Eléctrico,Media,
401558,2026-01,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Mejora,PM04,Cerrada,10.1,11.1,430.8,491.6,3,0,0,Servicios,Media,
401559,2026-01,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,20.2,20.7,1246.5,1308.7,6,0,0,Mecánico,Alta,
401560,2026-01,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Correctivo,PM01,Abierta,26.0,7.6,809.9,173.0,,30,0,Servicios,Alta,Espera de repuesto
401561,2026-01,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Mejora,PM04,Cerrada,19.6,18.7,929.1,859.7,11,0,0,Mecánico,Media,
401562,2026-01,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,9.5,10.3,208.7,233.7,3,0,0,Instrumentación,Alta,
401563,2026-01,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Abierta,8.6,0.9,146.3,42.5,,9,16,Mecánico,Baja,
401564,2026-01,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM03,Cerrada,12.7,13.9,292.5,311.1,9,0,0,Eléctrico,Media,
401565,2026-01,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Emergencia,PM05,Abierta,27.0,3.5,1883.2,852.9,,21,0,Instrumentación,Baja,
401566,2026-01,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,19.8,27.1,1246.4,1184.2,7,0,0,Eléctrico,Media,
401567,2026-01,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM03,Cerrada,16.2,17.8,619.0,658.7,5,0,4,Mecánico,Media,
401568,2026-01,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,7.5,8.2,406.4,482.7,11,7,16,Mecánico,Alta,
401569,2026-01,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,22.6,23.1,679.5,693.7,3,2,16,Instrumentación,Media,
401570,2026-01,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,18.7,31.5,1354.2,1619.4,11,0,0,Eléctrico,Alta,
401571,2026-01,Envasado,Línea 3,EQ-0470,Paletizador,B,Correctivo,PM01,Cerrada,31.1,56.8,1162.4,1502.1,3,3,0,Mecánico,Media,
401572,2026-01,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,8.9,8.5,458.5,435.9,6,0,2,Eléctrico,Media,
401573,2026-01,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,15.1,15.6,542.3,552.6,2,0,0,Eléctrico,Media,
401574,2026-01,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,13.2,12.6,768.8,769.2,5,0,0,Mecánico,Media,
401575,2026-01,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,25.4,24.9,441.0,424.7,2,0,0,Mecánico,Alta,
401576,2026-01,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,17.4,18.1,923.3,972.8,11,0,0,Servicios,Baja,
401577,2026-01,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,24.1,32.5,1898.3,1767.3,9,0,4,Eléctrico,Media,
401578,2026-01,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Cerrada,22.3,34.4,1198.6,1182.6,3,0,0,Instrumentación,Media,
401579,2026-01,Proceso,Línea 1,EQ-0310,Reactor P1,A,Correctivo,PM01,Cerrada,26.9,55.4,1435.7,1893.2,3,0,4,Instrumentación,Alta,
401580,2026-01,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Correctivo,PM01,Abierta,5.0,1.9,242.5,44.8,,26,0,Eléctrico,Media,Requiere parada de planta
401581,2026-01,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,4.7,4.3,130.1,114.9,8,0,0,Mecánico,Baja,
401582,2026-01,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,20.3,21.4,495.7,564.9,9,0,0,Mecánico,Baja,
401583,2026-01,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM03,Cerrada,16.7,18.0,410.0,444.5,3,0,0,Eléctrico,Media,
401584,2026-01,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,7.1,7.0,133.7,122.5,8,0,0,Mecánico,Media,
401585,2026-01,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Abierta,24.6,6.8,1308.3,328.4,,16,0,Mecánico,Media,
401586,2026-01,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,12.4,12.4,408.7,435.6,11,0,0,Mecánico,Baja,
401587,2026-01,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM03,Cerrada,16.2,16.6,557.3,548.5,11,0,0,Eléctrico,Baja,
401588,2026-01,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Cerrada,25.6,38.6,2267.0,2294.8,6,0,1,Mecánico,Baja,
401589,2026-01,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,25.0,26.6,586.2,670.6,12,0,0,Mecánico,Baja,
401590,2026-01,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,5.9,5.4,106.1,98.1,9,0,0,Eléctrico,Media,
401591,2026-01,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,21.3,26.8,1274.2,1073.4,2,0,0,Eléctrico,Alta,
401592,2026-01,Servicios,N/A,EQ-0202,Caldera 2,B,Correctivo,PM01,Cerrada,25.4,33.2,1736.9,1394.3,12,0,0,Mecánico,Media,
401593,2026-01,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Cerrada,32.1,42.2,2220.4,1797.8,8,10,0,Mecánico,Media,
401594,2026-01,Servicios,N/A,EQ-0202,Caldera 2,B,Correctivo,PM01,Cerrada,32.3,46.3,1241.7,1175.1,10,0,0,Instrumentación,Media,
401595,2026-01,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Mejora,PM04,Cerrada,24.8,27.5,1491.8,1795.7,3,0,0,Eléctrico,Media,
401596,2026-01,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,2.8,3.0,107.7,110.0,1,0,0,Mecánico,Baja,
401597,2026-01,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,22.1,23.2,1073.7,1114.6,11,0,0,Eléctrico,Baja,
401598,2026-01,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,5.9,5.5,171.8,148.5,1,0,0,Mecánico,Baja,
401599,2026-01,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,19.0,19.1,588.9,637.5,1,0,0,Eléctrico,Baja,
401600,2026-01,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM03,Cerrada,14.5,14.9,799.0,851.2,8,0,0,Servicios,Alta,
401601,2026-01,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,8.3,7.7,328.8,289.1,8,0,0,Eléctrico,Media,
401602,2026-01,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Cerrada,6.2,11.3,443.7,531.1,3,0,0,Instrumentación,Media,
401603,2026-01,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,20.7,23.0,651.2,689.5,12,0,0,Mecánico,Baja,
401604,2026-01,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,5.4,5.7,181.2,192.9,1,0,0,Mecánico,Baja,
401605,2026-01,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM03,Cerrada,13.6,15.1,310.2,330.4,5,0,0,Servicios,Media,
401606,2026-01,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,5.1,5.0,103.1,99.9,2,0,0,Mecánico,Alta,
401607,2026-01,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM03,Cerrada,10.6,11.4,614.9,650.3,6,0,0,Servicios,Alta,
401608,2026-01,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,22.5,21.8,1403.3,1286.3,4,0,2,Mecánico,Media,
401609,2026-01,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,25.3,28.1,575.6,632.9,8,0,0,Mecánico,Alta,
401610,2026-01,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM03,Cerrada,7.8,8.6,492.0,562.9,4,0,0,Instrumentación,Media,
401611,2026-01,Proceso,Línea 1,EQ-0310,Reactor P1,A,Predictivo,PM06,Cerrada,18.4,17.0,1146.4,1065.1,1,0,4,Eléctrico,Media,
401612,2026-01,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Emergencia,PM05,Cerrada,27.2,56.5,1257.5,1641.1,12,0,0,Mecánico,Baja,
401613,2026-01,Proceso,Línea 1,EQ-0310,Reactor P1,A,Correctivo,PM01,Abierta,19.3,7.5,1497.7,567.5,,30,0,Mecánico,Media,Sin asignación de técnico
401614,2026-01,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM03,Cerrada,4.0,3.9,146.0,148.8,13,0,0,Mecánico,Media,
401615,2026-01,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,27.9,34.6,2341.6,2052.6,4,0,0,Instrumentación,Baja,
401616,2026-01,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM03,Abierta,18.4,2.2,804.5,144.3,,13,0,Instrumentación,Baja,
401617,2026-01,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,6.0,6.6,190.9,196.2,10,0,0,Mecánico,Alta,
401618,2026-01,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Abierta,18.3,4.9,921.5,184.6,,21,17,Instrumentación,Baja,
401619,2026-01,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Abierta,13.4,0.2,425.2,53.8,,19,8,Eléctrico,Media,
401620,2026-01,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,14.1,14.6,480.7,463.4,6,0,0,Eléctrico,Alta,
401621,2026-01,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,12.7,12.1,622.4,597.2,12,0,0,Mecánico,Baja,
401622,2026-01,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM03,Cerrada,15.7,16.3,570.7,626.9,9,0,0,Mecánico,Alta,
401623,2026-01,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM03,Cerrada,24.4,27.0,803.7,861.8,11,3,0,Mecánico,Baja,
401624,2026-01,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,18.1,19.7,347.2,351.3,5,0,0,Eléctrico,Alta,
401625,2026-01,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Correctivo,PM01,Cerrada,20.6,29.5,744.9,715.7,11,2,0,Eléctrico,Alta,
401626,2026-01,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,5.3,8.9,292.3,343.4,8,0,2,Servicios,Baja,
401627,2026-01,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,12.9,26.8,649.5,970.9,6,0,0,Mecánico,Baja,
401628,2026-01,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Abierta,4.3,0.9,232.9,90.8,,4,3,Instrumentación,Media,
401629,2026-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,11.4,16.8,937.3,973.6,1,8,2,Mecánico,Media,
401630,2026-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,11.4,11.4,542.0,519.9,5,0,4,Eléctrico,Baja,
401631,2026-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,10.5,10.1,284.4,279.5,5,0,0,Mecánico,Alta,
401632,2026-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM03,Cerrada,16.5,15.8,770.7,767.9,5,0,4,Mecánico,Baja,
401633,2026-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,12.5,13.0,518.8,572.6,9,11,0,Servicios,Baja,
401634,2026-02,Envasado,Línea 3,EQ-0471,Transportador L3,C,Correctivo,PM01,Cerrada,28.4,51.3,1354.2,1532.9,8,0,3,Mecánico,Media,
401635,2026-02,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Correctivo,PM01,Cerrada,5.6,12.3,180.2,281.3,9,0,0,Mecánico,Baja,
401636,2026-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Predictivo,PM06,Cerrada,3.6,4.0,101.5,119.0,2,0,1,Servicios,Media,
401637,2026-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,20.1,39.4,1324.8,1714.8,12,7,0,Servicios,Baja,
401638,2026-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,7.0,7.1,225.3,217.8,12,0,0,Mecánico,Baja,
401639,2026-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM03,Cerrada,17.7,16.3,1083.3,1055.4,9,0,0,Mecánico,Baja,
401640,2026-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,14.6,13.6,840.6,799.8,6,0,0,Instrumentación,Alta,
401641,2026-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,13.5,14.8,572.0,645.6,5,0,0,Mecánico,Alta,
401642,2026-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Mejora,PM04,Cerrada,14.3,15.1,506.3,498.0,11,0,0,Instrumentación,Baja,
401643,2026-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Correctivo,PM01,Cerrada,16.0,20.2,619.1,549.7,3,0,4,Mecánico,Media,
401644,2026-02,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Cerrada,29.5,61.9,1406.4,1927.7,6,0,0,Mecánico,Media,
401645,2026-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,20.7,19.3,1036.2,936.0,9,0,0,Instrumentación,Media,
401646,2026-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,30.5,51.9,1831.4,2081.9,5,0,0,Eléctrico,Media,
401647,2026-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM03,Cerrada,4.3,4.7,210.6,243.1,6,0,0,Mecánico,Media,
401648,2026-02,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM03,Cerrada,11.4,11.5,416.4,400.2,6,0,2,Eléctrico,Media,
401649,2026-02,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,4.7,4.4,141.0,139.6,5,0,0,Eléctrico,Media,
401650,2026-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Abierta,14.9,6.3,444.4,48.3,,0,0,Eléctrico,Media,
401651,2026-02,Envasado,Línea 3,EQ-0471,Transportador L3,C,Correctivo,PM01,Cerrada,7.1,12.3,347.3,421.3,5,0,2,Mecánico,Baja,
401652,2026-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Predictivo,PM06,Abierta,14.0,1.7,422.8,26.4,,0,0,Instrumentación,Media,
401653,2026-02,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,13.3,12.9,557.4,509.0,1,0,0,Mecánico,Media,
401654,2026-02,Proceso,Línea 1,EQ-0310,Reactor P1,A,Correctivo,PM01,Cerrada,15.4,22.8,1034.5,1091.2,5,0,0,Mecánico,Baja,
401655,2026-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,24.1,43.9,1767.3,2219.3,6,0,0,Instrumentación,Alta,
401656,2026-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,2.7,2.7,70.8,73.2,7,0,0,Instrumentación,Baja,
401657,2026-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,7.3,6.7,229.8,229.6,12,0,0,Instrumentación,Media,
401658,2026-02,Proceso,Línea 1,EQ-0310,Reactor P1,A,Mejora,PM04,Cerrada,5.6,6.2,314.2,367.9,1,0,0,Servicios,Baja,
401659,2026-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM03,Cerrada,14.0,14.7,546.8,594.8,7,0,0,Instrumentación,Baja,
401660,2026-02,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Cerrada,18.6,34.8,1168.5,1491.3,3,0,0,Eléctrico,Baja,
401661,2026-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,13.2,14.2,353.2,368.5,10,0,4,Mecánico,Alta,
401662,2026-02,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Mejora,PM04,Cerrada,11.5,10.6,267.7,252.6,9,0,0,Eléctrico,Media,
401663,2026-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Emergencia,PM05,Cerrada,20.1,41.0,871.0,1111.3,12,9,0,Mecánico,Media,
401664,2026-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,13.4,12.9,343.7,356.8,1,0,0,Eléctrico,Media,
401665,2026-02,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,9.6,20.5,511.7,733.6,3,0,0,Instrumentación,Baja,
401666,2026-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM03,Cerrada,14.1,15.5,371.4,409.0,1,0,0,Eléctrico,Media,
401667,2026-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,4.8,7.8,297.6,330.3,5,0,0,Eléctrico,Baja,
401668,2026-02,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,25.9,25.3,888.5,930.2,12,0,2,Mecánico,Media,
401669,2026-02,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,20.9,20.6,977.6,1036.5,2,0,0,Servicios,Media,
401670,2026-02,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM03,Cerrada,4.8,5.0,230.9,237.9,5,0,0,Mecánico,Baja,
401671,2026-02,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,6.7,6.9,310.8,307.2,3,0,0,Mecánico,Baja,
401672,2026-02,Servicios,N/A,EQ-0210,Compresor 3,B,Mejora,PM04,Cerrada,15.4,16.4,591.4,636.7,9,0,0,Eléctrico,Media,
401673,2026-02,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Correctivo,PM01,Cerrada,6.5,7.7,220.9,178.0,5,0,4,Mecánico,Baja,
401674,2026-02,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,21.7,20.4,1066.4,928.4,6,0,0,Mecánico,Media,
401675,2026-02,Envasado,Línea 3,EQ-0470,Paletizador,B,Correctivo,PM01,Cerrada,6.3,8.3,385.7,332.3,8,0,0,Instrumentación,Baja,
401676,2026-02,Servicios,N/A,EQ-0211,Chiller 1,A,Emergencia,PM05,Cerrada,25.9,30.9,1924.3,1654.3,9,0,0,Eléctrico,Alta,
401677,2026-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,3.8,5.3,178.5,168.1,5,0,0,Servicios,Media,
401678,2026-02,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,12.6,13.8,569.0,581.1,1,0,2,Instrumentación,Baja,
401679,2026-02,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Predictivo,PM06,Cerrada,11.5,11.3,385.6,359.0,3,1,0,Eléctrico,Baja,
401680,2026-02,Servicios,N/A,EQ-0201,Caldera 1,A,Predictivo,PM06,Cerrada,15.2,14.7,616.0,640.7,12,0,0,Mecánico,Media,
401681,2026-02,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,11.8,12.7,430.1,462.7,4,0,0,Mecánico,Baja,
401682,2026-02,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,19.0,18.4,454.3,452.6,8,5,0,Eléctrico,Media,
401683,2026-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Emergencia,PM05,Cerrada,30.7,60.0,2419.4,3059.4,2,0,1,Instrumentación,Baja,
401684,2026-02,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,17.7,35.2,1201.4,1513.9,6,0,0,Servicios,Media,
401685,2026-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,5.4,10.2,396.0,525.1,1,0,0,Eléctrico,Media,
401686,2026-02,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,23.0,44.7,1005.3,1218.8,1,0,0,Mecánico,Alta,
401687,2026-02,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Abierta,17.4,6.9,601.4,227.7,,26,16,Servicios,Baja,Requiere parada de planta
401688,2026-02,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,18.9,40.3,1189.3,1737.3,7,0,4,Mecánico,Media,
401689,2026-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,10.5,10.4,451.1,423.4,5,0,0,Mecánico,Alta,
401690,2026-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,7.8,8.1,390.8,424.2,4,0,0,Mecánico,Baja,
401691,2026-02,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,10.2,10.6,326.4,336.1,5,0,0,Mecánico,Alta,
401692,2026-02,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM03,Cerrada,13.6,13.0,365.9,329.4,9,0,0,Instrumentación,Alta,
401693,2026-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Cerrada,6.1,13.0,353.9,510.5,9,0,0,Mecánico,Media,
401694,2026-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,9.0,8.8,373.5,345.2,1,0,0,Mecánico,Media,
401695,2026-02,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM03,Cerrada,18.3,19.3,582.5,622.2,1,0,2,Eléctrico,Alta,
401696,2026-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,11.9,11.9,512.1,537.3,9,10,0,Mecánico,Baja,
401697,2026-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Mejora,PM04,Cerrada,4.3,4.3,229.1,227.5,4,0,0,Eléctrico,Media,
401698,2026-02,Envasado,Línea 3,EQ-0470,Paletizador,B,Correctivo,PM01,Cerrada,15.7,19.9,685.5,560.1,5,3,0,Mecánico,Baja,
401699,2026-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM03,Cerrada,16.5,18.2,497.7,572.0,6,0,0,Servicios,Media,
401700,2026-02,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Abierta,28.0,10.4,1542.0,508.1,,4,0,Servicios,Alta,
401701,2026-02,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Correctivo,PM01,Cerrada,9.7,19.6,445.0,557.9,5,0,2,Mecánico,Baja,
401702,2026-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Abierta,21.7,6.2,782.7,300.9,,21,16,Eléctrico,Media,
401703,2026-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,14.3,13.6,798.1,753.0,9,0,0,Mecánico,Baja,
401704,2026-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,25.2,27.0,1015.8,1098.1,4,0,0,Mecánico,Media,
